Fecha,Hora,Comida,Descripción,Kcal,Proteína (g),Carbohidratos (g),Grasas (g),Fibra (g),Azúcar (g),Sodio (mg),Marca/Producto,Notas,Fuente,ID,
2026-03-18,12:30,almuerzo,Manzana al horno,1,unidad,casera,120,0,30,0,,,media,estimacion,
2026-03-18,12:30,almuerzo,Torta casera,1,porcion,foto,300,4,40,15,,,media,estimacion,
2026-03-18,17:00,snack,Budin casero,2,porcion_chica,casero abuela,200,3,35,8,,,baja,estimacion,
2026-03-18,21:00,cena,Pechuga de pollo,1,unidad,sobras horno,280,50,0,6,,,media,estimacion,
2026-03-18,21:00,cena,Papas y batatas al horno,0.5,porcion,sobras,150,2.5,27,4,,,media,estimacion,
2026-03-18,21:00,cena,Berenjena a la plancha,10,rodajas,sobras,120,3,10,6,,,media,estimacion,
2026-03-18,21:00,cena,Zapallo con queso y tomate seco,0.5,porcion,sobras,110,4,10,7,,,media,estimacion,
2026-03-19,12:15,ingesta,Whey Protein ENA Vainilla,30,g,1 scoop shake,127,25,2.6,1.8,,,alta,info_nutricional,
2026-03-19,12:15,ingesta,Leche Proteica La Serenisima,200,ml,en shake,74,9.2,9.2,0,,,alta,info_nutricional,
2026-03-19,14:30,ingesta,Huevo,4,unidad,duros,280,24,2.4,20,,,alta,base_estandar,
2026-03-19,18:00,snack,Banana,1,unidad,fresca,105,1.3,27,0.3,,,media,base_estandar,
2026-03-19,18:00,snack,Ciruela,1,unidad,fresca,30,0.5,7.5,0.2,,,media,base_estandar,
2026-03-19,18:00,snack,Pera,1,unidad,fresca,100,0.5,27,0.2,,,media,base_estandar,
2026-03-19,18:00,snack,Mani sin sal,2,puñado,natural,340,14,12,28,,,media,estimacion,
2026-03-19,21:30,cena,Milanesa pechuga de pollo,2,unidad,sarten poco aceite,420,46,20,20,,,media,estimacion,
2026-03-19,21:30,cena,Huevo,2,unidad,sarten oliva,140,12,1.2,10,,,alta,base_estandar,
2026-03-19,21:30,cena,Ensalada tomate arroz oliva,1,porcion,cherry + 2 cdas arroz,180,3,22,10,,,media,estimacion,
2026-03-19,21:30,cena,Sopa de zapallo,1,bowl,casera,120,3,25,1,,,media,estimacion,
2026-03-19,21:30,cena,Batata frita,5,rodajas_finas,boniato,120,1,20,4,,,media,estimacion,
2026-03-20,12:30,primera ingesta,yogur casero (leche proteica),1,porcion,yogurtera,120,10,8,4,,,media,estimacion_visual,
2026-03-20,13:20,ingesta,atún al natural,120,g,1 lata (escurrido),136,30,0,1.8,,,alta,etiqueta,
2026-03-20,13:20,ingesta,huevo duro,3,unidad,,210,18,1,15,,,alta,base_estandar,
2026-03-20,20:00,ingesta,shake proteína (1 scoop + leche proteica 200ml),1,porcion,,220,34,13,4,,,media,estimado,
2026-03-20,20:00,ingesta,budín vainilla casero,2,fetas pequeñas,,200,3,30,8,,,baja,estimado,
2026-03-20,22:20,ingesta,galletas Chocolinas,3,unidades,,90,1,12,4,,,baja,estimado,
2026-03-20,23:15,ingesta,pizza napolitana a la piedra + fainá,5 porciones + 1 porción,,,1350,55,140,55,,,alta,estimado,
2026-03-21,12:00,ingesta,libritos de grasa + chipacitos + pancito + leche proteica + chocolate 70%,5 + 3 + 1 + 150ml + 1 barrita,,,1250,35,120,70,,,alta,estimado,
2026-03-21,12:10,ingesta,huevos al sartén,2,,,140,12,1,10,,,media,estimado,
2026-03-21,18:00,ingesta,banana,1,,,105,1,27,0,,,baja,estimado,
2026-03-21,21:00,ingesta,brochettes carne vaca (paleta) + verduras + papas horno + palta,1 comida,,,900,55,50,55,,,alta,estimado,
2026-03-21,23:00,ingesta,alfajor Rasta negro,1,unidad,,250,4,30,12,,,alta,info_nutricional,
2026-03-22,13:00,ingesta,yogur casero leche proteica + crema de mani + banana,1,porción,,280,11,35,9,,,media,estimado,
2026-03-22,13:20,ingesta,shake proteína + pan mignon + 5 libritos grasa,1,ingesta,,800,45,70,25,,,media,estimado,
2026-03-22,17:00,ingesta,"sopa casera (muslo pollo, 2 huevos, papa, zanahoria) + batata al horno",1,ingesta,,740,37,70,25,,,media,estimado,
2026-03-22,21:00,ingesta,1/2 balde pochoclo dulce,0.5,balde,,300,3,60,10,,,media,estimado,
2026-03-22,23:00,ingesta,"1/2 porción ojo de bife + ensalada (tomate, zanahoria, huevo) + coca zero",0.5,porción,,370,36,10,29,,,media,estimado,
2026-03-22,23:55,ingesta,manzana verde,1,unidad,,80,0,21,0,,,alta,base_estandar,
2026-03-23,14:30,ingesta,shake proteína (1 scoop + 200ml leche proteica),1,porción,,220,34,13,4,,,media,estimado,
2026-03-23,14:50,ingesta,banana,1,unidad,,100,1,27,0,,,alta,estimado,
2026-03-23,16:30,ingesta,huevo duro,3,unidad,,210,18,1,15,,,alta,estimado,
2026-03-23,19:20,ingesta,tomate cherry + queso fontina,1,porción,20 tomates + 30g queso,135,7,6,9,,,media,estimado,
2026-03-23,22:00,ingesta,"cena restaurante (cerveza, limonada, empanadas, faina, milanesa con pure y papas, helado)",1,comida,detalle múltiple,2130,70,180,110,,,alta,estimado,
2026-03-24,12:30,ingesta,shake prote + leche proteica,1,comida,whey + leche proteica 200ml,240,32,10,6,,,ok,estimado,
2026-03-24,13:40,ingesta,2 arepas + 3 huevos revueltos,1,comida,arepas + huevos,600,27,50,30,,,ok,estimado,
2026-03-24,16:00,ingesta,tomate cherry,15,unidad,,30,1,6,0,,,alta,estimado,
2026-03-24,22:00,ingesta,cena cumpleaños (finger food + bebidas),1,evento,,2580,60,300,120,,,media,estimado,
2026-03-25,13:30,ingesta,almuerzo Santa Inés (entradas compartidas + milanesa con pesto + postres compartidos),1,restaurant,,1850,70,180,95,,,alta,estimado,
2026-03-25,21:00,ingesta,cena pollo a la cacerola (2 patas sin muslo) + arroz blanco,1,casa,,520,45,55,15,,,media,estimado,
2026-03-26,12:30,primera_ingesta,proteina en polvo,1,scoop,whey,120,24,3,1,,,alta,base_estandar,
2026-03-26,12:30,primera_ingesta,leche proteica,200,ml,,100,10,10,2,,,media,estimacion,
2026-03-26,12:30,primera_ingesta,huevos,4,unidad,duros,312,24,2,20,,,alta,base_estandar,
2026-03-26,16:25,ingesta,yogur Ser PRO+ frutos rojos + barra cereal proteica,1,casa,,300,20,30,8,,,media,estimado,
2026-03-26,22:15,Salmon + 2 milanesas de suprema + 2 huevos + 300g papa + mayonesa,1050,85,65,55,,,,,,,,,
2026-03-27,13:30,Shake prote (1 scoop + 200ml leche proteica),220,34,13,4,,,,,,,,,
2026-03-27,13:35,4 huevos duros,280,24,2,20,,,,,,,,,
2026-03-27,16:00,omelette acelga (1/4) + arroz blanco,280,7,45,5,,,,,,,,,
2026-03-27,22:00,pollo al horno (~220g) + puré de papa + empanada carne,760,72,50,27,,,,,,,,,
2026-03-27,22:05,pan tipo figaza,150,5,30,2,,,,,,,,,
2026-03-27,21:30,vino malbec,240,0,7,0,,,,,,,,,
2026-03-27,23:40,coca zero 330ml,0,0,0,0,,,,,,,,,
2026-03-27,23:40,alfajor rasta negro,250,4,30,12,,,,,,,,,
2026-03-28,14:00,asado costilla vacuna,900,60,0,75,,,,,,,,,
2026-03-28,14:00,choricito,150,7,2,13,,,,,,,,,
2026-03-28,14:00,morcilla pequeña,100,4,3,9,,,,,,,,,
2026-03-28,14:00,vino tinto malbec 150ml,125,0,4,0,,,,,,,,,
2026-03-28,14:00,coca zero x3,0,0,0,0,,,,,,,,,
2026-03-28,14:00,papas fritas,312,4,41,15,,,,,,,,,
2026-03-28,14:00,mani sin sal 30g,170,7,6,14,,,,,,,,,
2026-03-28,14:00,palitos salados 30g,150,3,20,6,,,,,,,,,
2026-03-28,17:00,helado 1/4kg mixto,400,5,70,10,,,,,,,,,
2026-03-28,12:00,barra cereal proteica,200,20,20,7,,,,,,,,,
2026-03-28,23:30,ternera paleta salteada 375g + arroz blanco,850,70,60,35,,,,,,,,,
2026-03-29,13:00,banana + 10 uvas,140,1,36,0,,,,,,,,,
2026-03-29,14:00,caldo papa (200g) + 2 huevos + arepa + 4 chipas,614,25,75,25,,,,,,,,,
2026-03-26,22:15,Cena,Milanesa de suprema (2) + 2 huevos fritos + papas hervidas (300g) + 1 cda mayonesa,1050,85,65,55,,,,,,,,
